Fact_ID,Entity_Key,Mention_Count
16809,361,0
16809,373,1
16812,361,1
16814,200,1
16830,385,1
16848,362,1
16851,355,1
16931,349,1
16946,355,1
16946,279,1
16946,297,3
16946,281,1
16948,362,2
16950,341,1
16951,355,1
17000,247,1
17000,223,1
17047,361,0
17091,206,2
17107,260,1
17113,279,2
17119,248,0
17145,391,3
17152,280,2
17204,220,1
17211,297,1
17219,247,1
17219,210,1
17227,206,1
17244,276,1
17244,338,2
17260,249,1
17267,362,1
17281,392,1
17288,391,2
17299,247,1
17304,341,1
17342,200,0
17380,249,1
17445,337,1
17452,301,1
17452,260,1
17478,336,1
17492,299,2
17537,362,1
17571,394,1
17596,391,4
17615,354,1
17622,391,1
17627,361,1
17641,260,1
17644,355,1
17649,341,2
17780,355,2
17817,343,1
17830,260,1
17837,336,1
17844,276,1
17844,338,2
17853,279,1
17853,292,1
17895,280,1
17896,276,1
17896,338,2
17900,393,1
17902,279,1
17940,248,1
17942,297,3
17966,394,1
17968,391,3
17979,297,2
17988,248,1
17996,279,1
18005,249,1
18019,337,1
18075,249,1
18102,257,1
18103,373,2
18207,301,1
18207,260,1
18219,388,1
18248,354,1
18292,348,1
18310,200,1
18320,208,1
18327,349,1
18329,343,1
18333,206,2
18341,354,1
18341,208,1
18341,336,0
18341,362,1
18342,355,1
18343,336,0
18344,392,1
18345,354,1
18345,276,1
18345,338,1
18346,392,1
18347,373,1
18347,360,1
18347,380,1
18348,341,1
18349,355,1
18349,341,1
18349,392,1
18352,206,1
18356,354,1
18358,208,1
18358,203,1
18359,247,1
18360,373,1
18360,360,1
18365,354,1
18365,362,1
18368,247,0
18368,210,1
18369,355,1
18369,200,1
18372,392,1
18373,276,1
18373,338,1
18374,341,1
18375,349,1
18377,354,0
18377,276,0
18377,338,1
18381,373,1
18381,276,1
18381,354,1
18381,247,1
18381,349,1
18381,360,1
18381,338,2
18382,297,1
18382,280,1
18383,299,1
18385,341,1
18386,220,1
18389,220,1
18390,362,1
18391,355,1
18394,373,1
18400,206,1
18401,247,0
18401,210,1
18408,341,1
18409,392,1
18410,392,1
18412,341,1
18412,247,0
18412,360,1
18412,343,1
18412,210,1
18413,341,1
18414,341,1
18416,341,1
18420,336,0
18423,208,1
18429,355,1
18444,276,1
18444,222,1
18444,338,1
18445,355,1
18453,208,1
18466,355,1
18466,354,1
18466,349,1
18473,360,1
18477,349,1
18481,362,1
18493,220,2
18519,276,0
18519,338,1
18523,200,1
18559,220,1
18589,248,1
18611,343,1
18615,354,1
18616,354,0
18652,391,3
18668,212,1
18702,297,1
18719,200,1
18778,301,2
18778,260,1
18782,368,3
18783,336,1
18794,362,1
18798,355,1
18811,203,1
18840,354,1
18853,348,1
18875,355,1
18875,276,1
18875,338,1
18947,360,2
19014,362,2
19058,249,2
19072,349,2
19093,297,2
19106,354,1
19112,249,2
19189,336,1
19190,361,0
19195,297,1
19246,220,1
19268,336,0
19307,260,1
19312,297,1
19325,348,1
19340,362,2
19347,361,0
19360,297,1
19390,297,1
19411,297,1
19418,355,1
19418,279,1
19418,297,3
19424,394,1
19434,341,1
19465,349,1
19534,387,1
19541,208,1
19563,373,2
19572,200,1
19589,211,1
19611,220,1
19639,354,1
19652,348,1
19657,276,0
19657,338,1
19674,355,1
19674,361,1
19685,373,1
19705,355,1
19705,206,1
19705,247,1
19737,248,1
19782,355,2
19806,297,1
19814,362,1
19823,276,1
19823,338,1
19874,349,1
19911,373,1
19958,247,0
19958,220,1
19972,348,1
20022,200,2
20033,208,2
20036,208,2
20064,354,3
20088,354,1
20130,211,1
20135,341,1
20154,341,1
20162,355,1
20178,276,1
20178,338,2
20188,360,1
20215,276,1
20215,338,1
20228,279,2
20242,279,1
20258,354,0
20263,301,1
20263,260,1
20294,200,2
20305,355,1
20305,279,1
20305,297,3
20305,281,1
20322,249,1
20360,208,1
20360,203,1
20375,355,1
20407,206,1
20417,309,1
20418,362,1
20440,391,3
20441,391,2
20487,354,0
20491,349,1
20504,373,1
20512,354,1
20513,354,0
20516,354,1
20518,354,1
20521,354,1
20545,341,1
20566,391,3
20585,341,1
20585,247,0
20585,210,1
20586,391,1
20588,362,1
20589,354,1
20589,200,1
20589,276,1
20589,338,1
20594,341,1
20594,200,1
20601,355,1
20601,200,1
20601,276,1
20601,338,1
20609,354,1
20610,222,1
20613,354,1
20613,276,1
20613,338,1
20614,354,1
20617,336,0
20620,208,1
20625,247,1
20625,336,1
20626,206,1
20627,354,0
20632,214,1
20633,362,1
20633,388,1
20635,354,1
20635,336,0
20637,280,1
20637,279,1
20638,341,1
20643,336,1
20644,206,1
20647,355,1
20651,355,1
20652,354,1
20652,276,1
20652,338,1
20653,385,1
20655,206,1
20655,360,1
20656,208,1
20661,208,1
20663,385,1
20666,385,1
20667,341,1
20667,280,1
20667,297,2
20669,362,1
20672,349,1
20673,385,1
20675,373,1
20679,336,0
20681,355,1
20681,336,1
20681,276,1
20681,338,1
20682,349,1
20682,220,1
20683,349,1
20684,200,1
20685,200,1
20686,208,1
20687,354,0
20688,349,1
20689,206,1
20691,341,1
20693,279,1
20695,247,1
20695,208,1
20695,349,1
20696,354,1
20703,276,1
20703,208,1
20703,211,1
20703,247,1
20703,349,1
20703,338,1
20704,385,1
20710,341,1
20714,354,1
20720,392,1
20722,354,1
20735,343,2
20778,200,4
20790,348,1
20791,249,1
20839,385,3
20847,355,1
20935,248,1
20948,341,1
20948,208,2
20966,336,2
20966,302,1
21010,220,1
21041,222,1
21094,206,1
21097,247,0
21097,210,1
21097,220,1
21102,248,0
21102,279,1
21103,279,1
21106,336,1
21109,341,1
21116,297,3
21139,349,1
21140,211,1
21145,354,1
21153,354,1
21154,200,1
21158,362,1
21186,248,0
21200,211,1
21223,297,2
21226,276,1
21226,338,1
21233,391,1
21233,220,1
21235,279,1
21236,349,1
21239,276,1
21239,338,1
21240,362,1
21249,362,1
21250,343,1
21252,362,1
21259,336,1
21297,248,0
21302,208,1
21313,361,1
21335,361,1
21345,360,1
21347,361,1
21360,247,1
21360,354,1
21360,210,4
21360,220,1
21371,206,2
21408,362,1
21503,355,1
21503,208,1
21503,336,1
21503,362,1
21503,360,1
21509,206,4
21619,391,1
21643,248,1
21680,336,2
21687,247,0
21687,210,1
21761,341,1
21900,336,0
21965,336,1
22119,211,1
22150,276,0
22150,338,1
22199,362,1
22257,336,0
22332,336,0
22382,336,0
22509,211,1
22529,391,1
22656,361,1
22811,248,2
22811,208,1
22811,279,0
22811,281,1
23019,208,1
23092,355,1
23283,336,1
23317,220,1
23401,373,1
23401,374,1
23491,247,0
23576,336,0
23609,336,1
23619,336,1
23636,206,1
23648,368,1
23697,208,1
23721,354,1
23814,249,1
23838,355,1
23865,279,1
23865,281,1
23888,276,0
23888,338,0
23891,336,1
24029,373,1
24087,336,0
24176,354,0
24311,299,1
24425,354,0
24460,392,2
24465,336,0
24564,249,1
24668,336,0
24734,354,0
24809,336,1
24829,211,1
24944,349,2
25011,336,0
25083,279,1
25145,354,0
25169,354,0
25181,355,1
25205,248,1
25220,276,1
25220,338,1
25300,251,1
25492,391,3
25623,341,2
25626,276,2
25626,208,6
25626,362,6
25626,211,10
25626,336,2
25626,338,8
25627,211,10
25628,276,2
25628,355,2
25628,341,2
25628,247,0
25628,336,2
25628,338,2
25628,208,2
25633,355,13
25640,247,0
25642,355,2
25642,341,2
25645,362,2
25650,247,0
25650,336,2
25650,297,0
25651,341,2
25651,206,6
25651,208,2
25651,362,0
25655,211,6
25659,388,2
25671,341,2
25680,276,2
25680,355,2
25680,362,0
25680,341,4
25680,247,0
25680,338,2
25681,341,8
25681,211,4
25681,354,2
25684,208,14
25685,355,4
25685,279,0
25685,341,4
25685,373,2
25685,281,2
25685,384,2
25687,391,2
25687,349,2
25688,362,2
25690,208,4
25690,279,0
25691,354,0
25708,349,2
25708,362,2
25713,355,8
25714,355,4
25714,341,8
25714,279,0
25714,297,2
25714,281,2
25716,297,0
25719,279,0
25719,362,2
25720,247,0
25720,211,6
25720,362,10
25720,210,4
25729,394,2
25741,297,6
25745,362,2
25748,341,4
25748,391,4
25748,276,2
25748,338,4
25759,355,2
25759,373,27
25770,276,6
25770,355,6
25770,279,0
25770,297,0
25770,341,2
25770,247,0
25770,349,2
25770,338,6
25770,281,2
25771,349,2
25771,373,4
25771,384,2
25773,211,12
25773,362,4
25773,205,2
25774,247,0
25774,279,0
25774,276,2
25774,338,2
25774,281,2
25776,297,4
25780,212,2
25786,299,15
25788,373,4
25788,384,2
25793,247,0
25796,355,10
25796,341,2
25796,394,2
25800,297,0
25804,297,2
25805,212,10
25809,355,2
25809,341,17
25809,373,2
25809,348,2
25809,384,2
25814,355,2
25817,355,2
25817,211,4
25818,355,4
25818,208,6
25818,279,2
25818,297,4
25818,341,2
25818,211,2
25818,247,0
25818,388,4
25818,281,2
25822,362,4
25823,355,12
25823,279,4
25823,362,4
25823,281,2
25824,355,10
25824,279,2
25824,281,2
25825,361,2
25825,355,36
25825,279,32
25825,362,32
25825,297,2
25825,349,18
25825,281,4
25831,355,12
25831,341,2
25831,373,10
25835,355,2
25835,276,4
25835,336,2
25835,362,2
25835,338,4
25845,297,2
25847,341,21
25852,297,0
25852,212,2
25857,297,2
25857,349,4
25857,336,2
25857,362,4
25861,276,4
25861,338,10
25863,211,4
25864,341,14
25864,211,2
25865,276,2
25865,355,2
25865,279,0
25865,206,2
25865,336,2
25865,338,4
25872,297,4
25881,247,0
25881,279,0
25881,362,2
25881,281,2
25882,392,4
25883,349,35
25883,362,2
25888,276,2
25888,355,2
25888,279,0
25888,341,2
25888,247,0
25888,338,2
25888,281,2
25890,373,6
25890,276,2
25890,355,22
25890,362,0
25890,341,6
25890,336,2
25890,220,8
25890,338,4
25890,384,4
25893,354,2
25894,211,4
25894,279,2
25894,281,4
25894,220,6
25909,362,0
25918,211,6
25919,373,8
25919,276,2
25919,355,4
25919,208,4
25919,362,2
25919,338,6
25919,384,4
25920,362,0
25920,206,2
25920,297,2
25920,280,6
25920,349,2
25920,220,2
25920,251,2
25923,211,14
25937,355,3
25937,247,0
25946,211,2
25950,341,10
25950,211,2
25953,279,0
25953,349,2
25953,281,2
25959,373,10
25959,355,2
25959,279,0
25959,354,2
25959,211,12
25959,247,0
25959,349,10
25959,384,2
25959,281,2
25962,355,4
25962,349,4
25971,355,10
25980,355,2
25991,211,18
25993,211,18
25993,297,2
25993,362,2
25996,355,8
25997,355,12
25999,336,4
26016,247,0
26017,349,21
26017,373,17
26029,388,2
26035,206,2
26035,391,2
26035,361,2
26035,279,6
26035,281,2
26036,211,2
26055,206,27
26055,362,0
26060,336,2
26061,355,4
26061,341,31
26074,247,0
26076,247,0
26076,362,4
26079,362,8
26100,297,4
26105,297,0
26106,341,2
26108,297,0
26109,211,2
26110,355,2
26110,349,6
26110,373,2
26110,384,2
26132,297,2
26136,349,2
26138,341,2
26139,247,0
26143,247,0
26143,349,12
26143,373,2
26143,210,4
26143,384,2
26156,206,2
26158,276,2
26158,388,2
26158,338,2
26172,212,4
26176,341,2
26177,247,0
26180,341,8
26180,247,0
26180,210,2
26182,341,2
26184,355,2
26184,279,0
26184,362,8
26184,341,2
26184,247,0
26191,297,0
26192,279,0
26192,281,2
26194,394,4
26197,355,2
26197,279,0
26197,349,4
26197,373,29
26197,281,2
26206,355,2
26210,355,26
26210,279,8
26210,362,26
26210,206,4
26210,361,6
26210,281,2
26210,346,2
26213,211,12
26224,388,2
26233,355,2
26233,211,4
26233,349,2
26233,362,0
26236,355,10
26236,247,0
26236,210,20
26238,212,2
26242,355,8
26242,279,0
26242,341,2
26242,247,0
26242,349,2
26242,281,4
26243,206,6
26243,251,2
26244,355,4
26244,211,12
26244,362,6
26265,355,6
26265,341,6
26265,247,0
26266,388,2
26275,297,0
26278,247,0
26278,211,6
26278,373,2
26278,336,2
26278,210,2
26280,297,4
26291,388,2
26293,354,2
26300,297,20
26300,280,2
26300,336,2
26300,303,4
26302,355,16
26302,280,12
26302,297,16
26303,388,2
26304,276,2
26304,338,2
26305,361,2
26305,208,10
26305,362,6
26309,211,2
26311,211,4
26313,211,7
26321,341,7
26323,349,4
26323,346,6
26334,297,0
26345,212,2
26348,247,0
26349,211,2
26351,349,2
26352,391,6
26386,211,4
26391,341,2
26391,211,2
26401,355,2
26401,208,2
26401,211,2
26401,206,2
26401,349,2
26406,297,2
26406,362,2
26407,297,4
26408,211,2
26409,341,2
26409,276,4
26409,338,4
26417,336,2
26425,349,2
26426,211,18
26426,280,2
26426,297,0
26436,362,0
26440,349,9
26444,212,8
26451,355,4
26451,349,2
26451,276,4
26451,338,4
26452,297,0
26458,391,4
26458,355,4
26458,362,0
26458,211,4
26458,349,4
26461,248,0
26475,362,2
26476,247,0
26477,341,2
26485,211,29
26498,362,5
26503,341,6
26519,341,13
26519,247,0
26519,392,13
26520,388,2
26525,355,4
26530,297,2
26532,206,2
26532,362,0
26533,355,5
26533,279,0
26533,373,9
26533,384,2
26533,281,2
26537,211,11
26537,362,7
26546,341,7
26548,211,2
26560,247,0
26569,206,2
26573,394,4
26576,211,8
26577,211,12
26578,355,4
26578,341,2
26578,392,8
26593,341,4
26601,247,0
26602,355,2
26602,247,0
26602,354,0
26609,341,2
26613,247,0
26613,297,0
26614,362,2
26618,341,2
26618,297,8
26624,362,2
26630,211,7
26641,349,4
26645,355,4
26654,212,2
26663,349,2
26664,297,0
26665,297,0
26666,247,0
26666,210,6
26672,279,4
26672,281,2
26672,220,2
26674,355,4
26674,279,2
26674,297,0
26674,281,2
26686,211,39
26686,362,15
26694,279,0
26694,281,2
26700,355,10
26700,247,0
26702,211,2
26704,373,2
26704,276,2
26704,355,2
26704,279,0
26704,362,2
26704,341,2
26704,211,2
26704,336,2
26704,384,2
26704,338,2
26710,388,2
26713,212,2
26722,355,11
26727,388,2
26731,341,2
26732,341,10
26732,297,0
26743,211,6
26746,279,4
26746,336,2
26746,276,2
26746,338,9
26746,281,2
26757,297,8
26757,276,2
26757,338,2
26760,206,2
26760,297,8
26760,362,0
26761,297,2
26761,276,2
26761,338,2
26762,341,10
26762,208,2
26762,211,8
26762,362,2
26771,297,2
26777,355,2
26777,349,4
26789,355,4
26789,341,4
26789,336,2
26793,373,4
26793,276,2
26793,355,4
26793,208,2
26793,279,0
26793,362,4
26793,341,6
26793,206,2
26793,247,0
26793,336,2
26793,338,4
26793,281,4
26793,384,2
26794,354,4
26794,206,6
26794,362,0
26794,251,4
26797,206,6
26797,279,0
26797,349,8
26797,281,2
26797,346,4
26798,388,2
26809,362,2
26811,355,6
26811,391,4
26811,208,2
26811,349,6
26811,350,2
26812,355,2
26812,279,0
26812,281,2
26819,206,2
26819,211,2
26826,247,0
26826,210,24
26827,341,10
26827,279,0
26827,349,4
26827,362,2
26827,281,2
26828,391,2
26828,355,4
26828,211,10
26828,341,2
26828,354,4
26828,248,0
26831,388,2
26844,355,2
26844,247,0
26844,228,2
26854,355,4
26854,341,2
26860,211,2
26861,341,10
26861,297,0
26861,276,2
26861,338,4
26866,355,4
26866,211,10
26866,341,12
26866,279,6
26866,281,2
26867,336,2
26868,247,0
26868,211,10
26869,247,0
26869,210,4
26870,355,2
26870,341,2
26870,349,2
26880,206,2
26891,349,2
26891,299,2
26897,211,4
26897,388,2
26900,341,8
26900,211,2
26900,354,2
26900,220,6
26901,211,2
26903,341,2
26903,279,0
26903,276,2
26903,338,2
26903,281,2
26914,341,2
26914,279,0
26914,276,2
26914,338,2
26914,281,2
26918,355,19
26921,280,2
26922,341,29
26926,211,4
26927,341,2
26927,354,2
26927,279,0
26927,281,2
26929,276,2
26929,355,2
26929,208,6
26929,279,0
26929,362,2
26929,336,4
26929,206,2
26929,297,4
26929,349,2
26929,338,10
26929,212,4
26929,392,2
26929,251,2
26932,355,4
26932,362,8
26940,355,4
26940,297,8
26950,297,0
26954,211,37
26954,279,0
26954,362,2
26954,281,2
26957,211,2
26962,355,8
26962,247,0
26973,355,6
26973,211,8
26973,361,2
26973,349,8
26973,394,6
26975,341,2
26975,349,2
26975,362,0
26978,248,0
26987,279,0
26987,281,2
26998,355,2
26998,279,0
26999,212,2
27005,341,2
27005,349,2
27005,336,2
27005,362,67
27006,388,1
27007,341,10
27007,211,10
27007,362,0
27008,392,2
27009,336,2
27021,341,11
27022,355,2
27028,276,2
27028,355,2
27028,208,4
27028,279,0
27028,341,4
27028,349,2
27028,338,2
27028,281,6
27034,341,6
27034,297,0
27039,341,2
27040,341,2
27041,276,2
27041,355,2
27041,362,0
27041,341,15
27041,206,2
27041,336,2
27041,338,4
27041,220,2
27042,355,2
27042,341,2
27042,211,2
27043,354,6
27043,211,22
27043,368,4
27043,216,2
27065,297,0
27068,211,2
27070,211,8
27083,247,0
27083,279,0
27084,211,4
27089,208,12
27089,362,0
27099,388,2
27104,212,4
27106,355,21
27106,391,4
27109,280,2
27114,297,0
27121,276,2
27121,338,14
27122,279,0
27122,362,2
27122,341,4
27122,354,4
27122,247,0
27122,349,18
27122,227,2
27122,281,4
27124,297,2
27135,297,0
27138,355,13
27138,341,4
27142,297,0
27149,211,2
27150,211,2
27152,211,2
27152,279,0
27152,281,2
27164,297,8
27173,394,2
27176,247,0
27176,297,6
27176,225,2
27180,211,2
27180,276,2
27180,338,2
27181,355,2
27183,211,4
27183,297,0
27184,341,18
27184,276,2
27184,362,10
27184,338,2
27192,297,0
27194,341,2
27194,276,2
27194,338,2
27203,341,8
27204,349,8
27215,361,2
27215,276,2
27215,355,12
27215,208,4
27215,279,0
27215,297,2
27215,341,10
27215,336,2
27215,247,0
27215,349,2
27215,338,6
27215,281,2
27215,210,4
27217,206,8
27217,362,0
27217,251,8
27218,341,2
27220,247,0
27220,349,2
27220,392,4
27222,279,0
27222,281,2
27223,279,0
27223,281,2
27232,355,4
27232,341,21
27234,212,2
27238,297,13
27241,212,8
27242,212,16
27245,355,2
27247,355,6
27247,362,0
27247,220,4
27254,349,6
27255,355,4
27255,211,4
27255,341,4
27255,349,8
27255,212,2
27257,341,2
27258,212,4
27267,349,2
27268,341,2
27268,206,2
27268,336,2
27268,299,2
27268,392,2
27269,373,8
27269,276,4
27269,355,6
27269,208,2
27269,279,2
27269,362,2
27269,341,2
27269,354,2
27269,247,0
27269,338,4
27269,384,6
27269,281,2
27274,355,2
27274,341,2
27282,336,2
27287,208,2
27290,355,2
27290,341,2
27291,276,2
27291,355,2
27291,279,0
27291,341,2
27291,247,0
27291,349,2
27291,338,2
27291,281,2
27292,206,2
27292,297,2
27292,349,2
27292,276,0
27292,338,2
27294,211,12
27294,362,10
27297,341,10
27308,361,2
27308,208,21
27322,355,6
27322,341,10
27322,280,6
27322,211,8
27323,341,6
27333,362,2
27344,391,6
27344,361,2
27344,349,16
27344,373,18
27344,276,2
27344,355,32
27344,208,16
27344,279,0
27344,362,16
27344,341,26
27344,206,6
27344,211,2
27344,247,0
27344,248,4
27344,336,2
27344,338,14
27344,281,16
27344,374,14
27350,279,0
27350,281,2
27352,391,4
27352,355,2
27352,279,0
27352,341,6
27352,211,2
27352,349,4
27352,281,4
27352,251,10
27359,212,2
27361,279,4
27361,281,9
27363,341,9
27363,279,0
27363,281,2
27364,341,8
27364,247,0
27364,279,2
27364,297,2
27364,281,6
27364,210,10
27365,211,4
27365,208,2
27365,276,2
27365,338,2
27370,336,2
27376,355,2
27377,247,0
27377,336,2
27377,303,2
27381,341,2
27381,276,2
27381,338,2
27381,251,2
27384,211,4
27386,341,6
27386,211,20
27387,349,2
27387,336,2
27387,212,2
27391,212,26
27398,355,2
27398,341,4
27398,211,8
27398,362,4
27399,297,0
27400,373,2
27400,355,2
27400,208,2
27400,279,0
27400,362,2
27400,341,2
27400,247,0
27400,349,6
27400,220,2
27400,281,2
27400,392,2
27400,374,2
27411,349,2
27419,341,6
27419,280,2
27419,349,2
27423,341,6
27427,341,32
27428,297,0
27431,355,9
27431,362,4
27431,341,2
27431,211,4
27431,361,2
27432,208,7
27439,212,4
27444,206,2
27445,336,4
27446,247,0
27446,297,2
27447,208,6
27447,362,2
27447,211,10
27447,336,4
27447,349,6
27458,373,2
27458,355,2
27458,279,0
27458,362,2
27458,211,2
27458,297,0
27458,281,2
27458,374,2
27460,211,2
27463,279,0
27463,281,2
27465,355,2
27465,362,4
27466,362,2
27467,355,2
27467,341,4
27474,341,6
27474,297,4
27475,349,2
27475,373,2
27475,355,4
27475,208,6
27475,279,0
27475,362,8
27475,341,34
27475,247,0
27475,336,2
27475,281,2
27475,374,2
27478,341,2
27478,211,2
27481,276,2
27481,355,2
27481,341,6
27481,206,2
27481,336,2
27481,338,4
27482,279,0
27482,373,6
27482,276,2
27482,360,8
27482,338,2
27482,281,2
27483,355,6
27483,211,12
27484,355,4
27484,341,4
27484,211,2
27490,297,2
27490,212,2
27500,212,6
27502,355,2
27502,276,2
27502,338,2
27506,355,14
27506,392,2
27507,336,2
27508,355,4
27508,247,0
27508,279,0
27508,362,0
27508,281,2
27524,212,4
27530,297,0
27533,341,2
27534,355,2
27534,247,0
27534,279,0
27534,276,0
27534,338,2
27534,281,2
27535,247,0
27535,279,0
27535,281,2
27536,355,2
27536,279,0
27536,362,2
27536,281,2
27538,355,6
27538,373,8
27538,297,2
27564,394,2
27564,212,2
27565,341,18
27565,360,2
27566,354,0
27566,297,0
27568,211,8
27568,349,6
27572,355,12
27572,336,2
27572,276,2
27572,338,2
27575,341,15
27577,355,17
27585,211,10
27590,341,2
27591,341,2
27591,361,2
27591,349,2
27591,276,2
27591,338,2
27595,211,8
27596,297,2
27610,341,13
27613,279,0
27613,281,2
27614,355,2
27614,208,2
27614,276,2
27614,338,2
27616,362,0
27618,220,2
27621,355,2
27621,247,0
27621,276,4
27621,338,4
27625,206,6
27625,392,10
27628,297,2
27632,297,0
27632,361,2
27653,355,8
27653,361,2
27653,211,10
27654,279,0
27654,281,2
27655,354,0
27656,388,1
27663,276,2
27663,338,4
27664,391,2
27664,349,19
27668,355,4
27668,349,2
27668,276,2
27668,338,2
27671,355,2
27671,341,6
27673,355,12
27673,247,0
27674,355,2
27674,362,4
27675,355,2
27675,208,2
27675,279,0
27677,208,2
27677,362,4
27678,355,22
27678,208,10
27678,362,10
27679,341,0
27679,373,18
27682,362,2
27689,355,2
27689,349,2
27690,362,8
27693,211,2
27694,355,2
27694,336,4
27701,212,2
27702,361,2
27702,391,2
27702,220,15
27706,394,4
27714,297,4
27714,362,25
27715,276,2
27715,338,16
27716,276,2
27716,355,2
27716,279,0
27716,362,8
27716,206,2
27716,211,2
27716,349,2
27716,338,12
27716,220,2
27716,281,2
27717,341,2
27718,355,2
27718,391,2
27719,355,8
27719,276,2
27719,336,4
27719,362,4
27719,338,2
27727,297,0
27728,247,0
27734,279,0
27734,276,2
27734,338,2
27734,281,2
27738,373,26
27738,374,26
27738,392,2
27751,361,2
27751,349,2
27751,373,8
27751,276,2
27751,355,8
27751,208,4
27751,279,6
27751,362,6
27751,341,8
27751,247,0
27751,336,2
27751,338,4
27751,281,2
27751,374,4
27752,206,12
27752,276,2
27752,362,0
27752,338,6
27752,251,6
27753,341,4
27753,211,6
27754,276,2
27754,279,0
27754,341,4
27754,211,2
27754,247,0
27754,349,2
27754,338,2
27754,281,2
27761,388,2
27763,212,2
27777,206,2
27777,362,0
27778,355,2
27783,373,2
27783,355,2
27783,279,0
27783,341,2
27783,336,2
27783,247,0
27783,349,2
27783,281,2
27783,374,2
27785,391,2
27785,373,2
27785,355,8
27785,279,0
27785,362,4
27785,211,6
27785,297,2
27785,280,6
27785,281,2
27787,355,10
27795,297,2
27798,297,0
27798,279,10
27798,349,2
27798,281,2
27799,212,4
27802,297,2
27805,212,2
27806,297,0
27813,392,8
27822,297,0
27823,355,4
27823,297,0
27826,355,6
27826,247,0
27826,211,18
27826,220,2
27829,373,4
27829,362,18
27843,247,0
27844,341,2
27844,279,0
27844,281,2
27846,297,18
27846,280,32
27846,279,0
27846,281,2
27857,355,4
27857,341,4
27857,349,4
27859,211,2
27859,362,0
27868,297,2
27871,355,15
27873,297,0
27878,373,6
27879,279,0
27879,281,2
27880,355,2
27880,362,2
27884,341,6
27884,362,4
27890,276,2
27890,355,4
27890,362,0
27890,341,2
27890,280,2
27890,336,2
27890,338,2
27890,220,6
27892,248,0
27892,349,8
27894,355,8
27894,354,0
27894,349,6
27896,297,0
27907,297,2
27907,373,2
27907,374,2
27910,341,2
27910,247,0
27910,362,0
27910,210,4
27911,297,0
27915,297,0
27920,297,0
27920,208,2
27922,341,2
27922,211,6
27922,336,2
27936,355,2
27942,341,20
27945,355,6
27948,349,2
27949,297,45
27949,279,0
27949,281,2
27955,211,6
27955,279,2
27955,281,2
27978,211,6
27980,211,2
27980,373,2
27980,374,2
27981,211,10
27982,355,4
27982,211,8
27982,341,10
27982,336,0
27982,303,4
27983,276,0
27983,338,2
27987,341,0
27989,349,4
27989,220,6
27994,341,4
27994,279,8
27994,373,2
27994,281,2
27994,374,2
28014,211,6
28022,394,2
28024,250,2
28026,279,0
28026,281,2
28026,220,2
28031,212,6
28034,212,2
28035,211,6
28036,355,2
28043,276,2
28043,355,10
28043,208,8
28043,341,10
28043,336,2
28043,206,2
28043,349,10
28043,338,6
28044,362,0
28044,206,8
28044,297,2
28044,280,6
28044,336,2
28044,220,4
28044,392,2
28046,211,6
28047,276,2
28047,279,0
28047,362,2
28047,338,2
28047,281,2
28053,297,0
28055,361,2
28062,388,2
28063,279,0
28063,281,2
28065,247,0
28067,355,2
28071,280,0
28072,279,0
28072,281,4
28073,211,27
28074,355,2
28074,362,2
28074,341,8
28074,211,4
28074,247,0
28074,210,2
28075,297,0
28077,355,22
28077,279,0
28077,362,12
28077,341,20
28077,297,2
28077,336,2
28077,281,2
28078,349,4
28078,373,6
28078,355,10
28078,208,2
28078,279,0
28078,341,6
28078,247,0
28078,336,2
28078,281,2
28078,212,2
28078,374,6
28079,355,2
28079,279,0
28079,341,2
28079,336,2
28079,211,4
28079,247,0
28079,349,2
28079,281,4
28080,297,0
28088,279,17
28088,281,4
28089,355,2
28089,362,0
28092,355,2
28092,341,2
28092,247,0
28092,208,4
28095,349,2
28096,355,4
28097,354,2
28097,206,4
28097,391,12
28097,349,8
28099,211,4
28101,355,10
28101,211,4
28101,349,20
28106,355,2
28107,219,2
28115,355,8
28115,211,2
28115,276,2
28115,338,2
28117,355,16
28117,279,0
28117,373,2
28117,281,2
28117,374,2
28122,276,2
28122,338,2
28124,355,18
28124,211,12
28128,349,2
28130,297,30
28134,362,10
28139,211,8
28145,341,8
28145,247,0
28145,297,4
28146,276,4
28146,338,6
28147,276,2
28147,338,2
28150,297,2
28150,279,0
28150,281,2
28151,297,0
28151,373,2
28151,374,2
28152,211,30
28152,361,2
28153,297,20
28153,279,0
28153,281,4
28157,247,0
28158,349,4
28159,279,0
28159,281,4
28161,276,2
28161,355,2
28161,362,2
28161,211,4
28161,341,4
28161,338,2
28162,206,24
28162,297,2
28162,336,2
28162,362,2
28162,304,2
28164,336,0
28164,303,6
28166,341,10
28166,279,0
28166,349,2
28166,362,8
28166,281,2
28167,297,2
28168,355,2
28168,341,2
28168,276,0
28168,338,2
28170,368,2
28171,354,8
28171,276,4
28171,373,4
28171,362,0
28171,338,42
28171,374,4
28172,355,4
28172,297,2
28173,211,4
28173,362,4
28174,355,2
28174,279,0
28174,341,20
28174,349,2
28174,281,2
28175,362,2
28177,362,6
28179,355,4
28179,341,6
28179,211,2
28180,297,0
28181,373,2
28181,276,2
28181,355,4
28181,279,0
28181,362,0
28181,341,2
28181,297,6
28181,349,4
28181,338,2
28181,383,2
28182,297,2
28183,211,2
28186,341,10
28190,355,27
28195,355,10
28195,341,6
28196,211,8
28198,211,10
28199,276,8
28199,338,10
28200,362,2
28201,279,2
28201,349,2
28201,276,2
28201,338,2
28201,281,2
