Fact_ID,Tag_Key,Confidence_Score
1097,18,0.5
1097,24,0.5
1097,27,0.5
1097,29,0.5
1097,54,0.5
1098,29,0.7
1099,26,0.7
1099,48,0.7
1099,24,0.5
1099,29,0.5
1099,54,0.5
1100,26,0.8
1100,12,0.5
1100,14,0.5
1101,10,0.5
1101,26,0.5
1102,24,0.5
1102,26,0.5
1102,54,0.5
1103,12,0.5
1104,12,0.9
1104,20,0.9
1104,10,0.5
1104,24,0.5
1104,27,0.5
1104,30,0.5
1104,54,0.5
1105,54,0.7
1105,26,0.6
1105,11,0.5
1105,24,0.5
1106,24,0.5
1106,26,0.5
1106,54,0.5
1107,24,0.5
1107,26,0.5
1107,54,0.5
1108,26,0.8
1108,17,0.5
1108,18,0.5
1108,21,0.5
1109,12,0.7
1109,21,0.5
1109,24,0.5
1109,26,0.5
1109,54,0.5
1110,24,0.7
1110,26,0.7
1111,12,0.7
1111,26,0.7
1111,24,0.5
1111,29,0.5
1111,54,0.5
1112,26,0.7
1112,24,0.5
1112,30,0.5
1112,54,0.5
1113,12,0.5
1113,26,0.5
1113,27,0.5
1113,30,0.5
1113,54,0.5
1114,17,0.7
1114,18,0.7
1114,26,0.6
1114,14,0.5
1114,24,0.5
1114,27,0.5
1114,29,0.5
1115,26,0.5
1115,27,0.5
1115,29,0.5
1115,54,0.5
1116,12,0.8
1116,26,0.8
1116,20,0.7
1116,13,0.5
1116,54,0.5
1117,27,0.9
1117,24,0.5
1117,29,0.5
1117,30,0.5
1118,30,0.5
1118,48,0.5
1119,26,0.6
1119,24,0.5
1119,48,0.5
1119,53,0.5
1120,26,0.6
1120,17,0.5
1120,18,0.5
1120,29,0.5
1121,26,0.7
1121,12,0.5
1121,24,0.5
1121,53,0.5
1122,10,0.7
1122,27,0.7
1122,37,0.7
1122,12,0.5
1122,17,0.5
1122,18,0.5
1122,26,0.5
1122,29,0.5
1122,48,0.5
1123,36,0.8
1123,26,0.5
1123,29,0.5
1123,54,0.5
1124,24,0.5
1124,26,0.5
1124,54,0.5
1125,12,0.7
1125,27,0.7
1125,30,0.7
1125,24,0.5
1125,51,0.5
1126,26,0.7
1126,30,0.5
1127,24,0.5
1127,30,0.5
1127,54,0.5
1128,26,0.7
1128,14,0.5
1128,24,0.5
1128,54,0.5
1129,10,0.8
1129,12,0.5
1129,14,0.5
1129,26,0.5
1129,27,0.5
1129,29,0.5
1129,53,0.5
1129,54,0.5
1130,24,0.5
1130,26,0.5
1131,27,0.7
1131,29,0.7
1131,26,0.6
1131,54,0.5
1132,27,0.8
1132,30,0.7
1132,14,0.5
1132,24,0.5
1132,26,0.5
1132,29,0.5
1132,48,0.5
1132,54,0.5
1133,26,0.7
1134,26,0.8
1134,30,0.5
1135,12,0.5
1135,14,0.5
1135,20,0.5
1135,53,0.5
1136,26,0.7
1136,24,0.5
1136,29,0.5
1137,27,0.7
1137,28,0.7
1137,12,0.5
1137,17,0.5
1137,18,0.5
1137,20,0.5
1137,24,0.5
1137,26,0.5
1137,29,0.5
1137,54,0.5
1138,12,0.7
1138,14,0.7
1138,10,0.5
1138,24,0.5
1138,29,0.5
1138,54,0.5
1139,24,0.7
1139,13,0.5
1139,14,0.5
1139,48,0.5
1139,52,0.5
1139,54,0.5
1140,26,1.0
1140,12,0.7
1140,14,0.5
1140,21,0.5
1140,24,0.5
1140,53,0.5
1141,10,1.0
1141,12,0.5
1141,17,0.5
1141,18,0.5
1141,20,0.5
1141,37,0.5
1142,10,0.7
1142,12,0.5
1142,26,0.5
1142,27,0.5
1142,54,0.5
1143,26,0.6
1143,10,0.5
1143,12,0.5
1143,24,0.5
1143,27,0.5
1143,29,0.5
1143,30,0.5
1143,54,0.5
1144,17,0.5
1144,18,0.5
1144,24,0.5
1144,26,0.5
1145,26,0.6
1145,24,0.5
1145,29,0.5
1145,51,0.5
1145,54,0.5
1146,26,0.7
1146,29,0.7
1146,12,0.5
1146,24,0.5
1146,27,0.5
1146,30,0.5
1147,29,0.7
1148,12,0.5
1148,13,0.5
1148,21,0.5
1148,29,0.5
1148,30,0.5
1148,37,0.5
1148,42,0.5
1149,13,0.7
1149,12,0.5
1149,16,0.5
1149,17,0.5
1149,18,0.5
1149,24,0.5
1149,26,0.5
1149,51,0.5
1149,52,0.5
1150,10,1.0
1150,12,0.7
1150,14,0.5
1150,17,0.5
1150,18,0.5
1150,26,0.5
1150,29,0.5
1150,54,0.5
1151,11,0.7
1151,26,0.6
1151,10,0.5
1151,12,0.5
1151,24,0.5
1151,27,0.5
1151,29,0.5
1151,30,0.5
1151,39,0.5
1152,27,0.9
1152,29,0.7
1152,30,0.7
1152,24,0.5
1152,26,0.5
1152,37,0.5
1153,29,0.5
1153,37,0.5
1154,14,0.5
1154,29,0.5
1154,53,0.5
1154,54,0.5
1155,10,0.5
1155,29,0.5
1156,26,0.7
1157,28,0.5
1157,29,0.5
1158,26,0.8
1158,27,0.5
1158,29,0.5
1158,30,0.5
1158,54,0.5
1159,27,0.9
1159,29,0.8
1159,12,0.7
1159,13,0.7
1159,17,0.7
1159,18,0.7
1159,10,0.5
1159,20,0.5
1159,24,0.5
1159,30,0.5
1159,51,0.5
1159,52,0.5
1159,54,0.5
1160,11,0.5
1160,12,0.5
1160,20,0.5
1160,24,0.5
1160,26,0.5
1160,27,0.5
1160,29,0.5
1160,30,0.5
1160,36,0.5
1160,37,0.5
1161,24,0.7
1161,11,0.5
1161,21,0.5
1161,26,0.5
1161,54,0.5
1162,29,0.7
1162,26,0.5
1163,27,0.7
1163,26,0.6
1163,24,0.5
1163,30,0.5
1163,54,0.5
1164,12,0.7
1164,27,0.7
1164,20,0.5
1164,24,0.5
1164,26,0.5
1164,28,0.5
1164,29,0.5
1164,30,0.5
1164,41,0.5
1165,26,0.7
1165,12,0.5
1165,30,0.5
1166,26,0.5
1167,54,0.7
1167,26,0.6
1167,11,0.5
1167,24,0.5
1168,54,0.7
1168,26,0.6
1168,24,0.5
1168,29,0.5
1168,53,0.5
1169,26,0.5
1169,27,0.5
1169,53,0.5
1170,10,0.7
1170,15,0.7
1170,12,0.5
1170,14,0.5
1170,17,0.5
1170,18,0.5
1170,19,0.5
1170,27,0.5
1170,29,0.5
1170,30,0.5
1170,37,0.5
1171,26,0.5
1171,29,0.5
1171,30,0.5
1172,27,0.7
1172,26,0.6
1172,11,0.5
1172,12,0.5
1172,13,0.5
1172,14,0.5
1172,16,0.5
1172,17,0.5
1172,18,0.5
1172,24,0.5
1172,37,0.5
1172,54,0.5
1173,12,0.5
1173,24,0.5
1173,26,0.5
1174,11,0.7
1174,12,0.5
1174,14,0.5
1174,24,0.5
1174,27,0.5
1174,30,0.5
1174,54,0.5
1175,29,0.9
1175,27,0.8
1175,12,0.7
1175,30,0.7
1175,13,0.5
1175,48,0.5
1176,29,0.7
1177,14,0.7
1177,26,0.7
1178,26,0.6
1178,12,0.5
1179,12,0.5
1179,29,0.5
1179,30,0.5
1180,26,0.6
1180,12,0.5
1180,16,0.5
1180,24,0.5
1180,29,0.5
1180,51,0.5
1181,54,0.6
1181,12,0.5
1181,24,0.5
1181,29,0.5
1182,26,0.6
1182,30,0.5
1183,30,1.0
1183,27,0.9
1183,29,0.9
1183,37,0.5
1183,51,0.5
1183,53,0.5
1183,54,0.5
1184,14,0.7
1184,28,0.5
1184,54,0.5
1186,24,0.5
1186,26,0.5
1186,27,0.5
1187,11,0.7
1187,29,0.5
1187,30,0.5
1188,26,0.7
1188,24,0.5
1190,27,0.5
1191,26,0.6
1192,27,0.7
1192,13,0.5
1192,54,0.5
1193,26,0.7
1194,12,0.5
1194,17,0.5
1194,18,0.5
1194,20,0.5
1194,24,0.5
1194,37,0.5
1195,21,0.5
1195,26,0.5
1197,14,0.5
1198,10,0.5
1198,26,0.5
1199,13,0.5
1199,17,0.5
1199,18,0.5
1199,26,0.5
1199,27,0.5
1200,26,0.5
1201,54,0.7
1201,26,0.5
1202,26,0.5
1203,26,0.8
1203,54,0.5
1204,28,0.7
1204,11,0.5
1204,14,0.5
1204,24,0.5
1204,27,0.5
1205,10,0.7
1205,26,0.6
1205,14,0.5
1205,30,0.5
1207,17,0.5
1207,18,0.5
1209,11,0.7
1209,10,0.5
1210,53,0.5
1211,26,0.7
1211,24,0.5
1212,24,0.7
1212,27,0.7
1212,30,0.5
1213,26,0.7
1213,12,0.5
1213,16,0.5
1213,19,0.5
1213,20,0.5
1213,30,0.5
1214,14,0.7
1214,24,0.5
1214,26,0.5
1214,54,0.5
1215,17,0.5
1215,18,0.5
1215,26,0.5
1215,54,0.5
1216,24,0.5
1216,26,0.5
1216,29,0.5
1216,30,0.5
1216,54,0.5
1217,26,0.5
1218,11,0.5
1218,24,0.5
1218,27,0.5
1218,29,0.5
1219,26,0.8
1219,19,0.5
1219,24,0.5
1221,26,0.8
1222,26,0.7
1222,17,0.5
1222,18,0.5
1225,29,0.5
1226,11,0.9
1226,10,0.5
1228,10,0.5
1229,26,0.7
1229,21,0.5
1230,54,0.7
1230,24,0.5
1230,26,0.5
1231,54,0.7
1231,24,0.5
1232,10,0.7
1232,11,0.5
1233,26,0.7
1233,14,0.5
1234,13,0.5
1234,17,0.5
1234,18,0.5
1235,19,0.5
1235,26,0.5
1236,26,0.6
1236,24,0.5
1237,26,0.8
1237,24,0.7
1238,10,0.5
1238,26,0.5
1239,26,0.5
1239,30,0.5
1240,12,0.7
1240,20,0.7
1240,13,0.5
1242,15,0.5
1242,27,0.5
1242,53,0.5
1242,54,0.5
1243,30,0.5
1245,26,0.8
1245,54,0.5
1246,26,0.9
1246,30,0.5
1247,30,0.5
1248,12,0.5
1248,27,0.5
1249,26,0.7
1249,54,0.6
1249,19,0.5
1249,24,0.5
1250,30,0.5
1250,54,0.5
1251,24,0.5
1251,42,0.5
1252,37,0.5
1253,26,0.5
1254,30,0.5
1255,26,1.0
1255,24,0.5
1255,29,0.5
1256,26,0.7
1257,21,0.5
1257,37,0.5
1258,26,0.5
1259,17,0.7
1259,18,0.7
1262,26,0.8
1263,53,0.5
1264,14,0.5
1264,26,0.5
1266,10,0.8
1267,26,0.7
1267,10,0.5
1267,12,0.5
1267,24,0.5
1268,26,0.7
1269,26,0.7
1270,26,0.7
1270,17,0.5
1270,18,0.5
1272,10,0.5
1273,17,0.7
1273,18,0.7
1273,26,0.6
1273,13,0.5
1273,14,0.5
1273,53,0.5
1274,29,0.5
1275,26,0.5
1276,26,0.6
1276,10,0.5
1276,11,0.5
1276,12,0.5
1276,24,0.5
1280,26,0.5
1280,30,0.5
1281,26,0.6
1282,27,0.9
1282,54,0.7
1282,11,0.5
1283,26,0.5
1284,26,0.8
1286,29,0.5
1287,10,0.5
1287,13,0.5
1288,27,0.7
1288,26,0.5
1289,26,1.0
1289,54,0.6
1289,12,0.5
1289,13,0.5
1289,20,0.5
1289,24,0.5
1289,29,0.5
1289,37,0.5
1290,54,0.6
1290,26,0.5
1292,29,0.9
1292,10,0.5
1292,11,0.5
1292,26,0.5
1292,27,0.5
1292,54,0.5
1293,17,0.7
1293,18,0.7
1293,26,0.6
1293,24,0.5
1295,27,0.5
1295,42,0.5
1296,24,0.7
1296,26,0.7
1296,42,0.5
1296,54,0.5
1297,24,0.7
1297,26,0.5
1297,42,0.5
1298,26,0.7
1298,12,0.5
1300,12,0.5
1300,15,0.5
1300,22,0.5
1300,27,0.5
1302,24,0.5
1302,26,0.5
1303,12,0.5
1304,10,0.5
1304,19,0.5
1304,54,0.5
1305,27,0.9
1305,10,0.5
1305,16,0.5
1305,30,0.5
1305,37,0.5
1306,26,0.8
1307,17,0.5
1307,18,0.5
1307,28,0.5
1308,26,0.7
1308,19,0.5
1309,24,0.7
1309,12,0.5
1309,13,0.5
1309,17,0.5
1309,18,0.5
1309,20,0.5
1309,54,0.5
1310,24,0.5
1311,26,0.9
1311,12,0.5
1312,27,0.9
1312,24,0.5
1312,29,0.5
1312,37,0.5
1313,11,0.5
1314,26,0.7
1314,24,0.5
1315,12,0.7
1315,26,0.6
1315,13,0.5
1316,26,0.5
1317,37,0.5
1318,26,0.6
1318,54,0.6
1322,10,0.7
1322,26,0.6
1322,11,0.5
1323,24,0.5
1323,27,0.5
1323,36,0.5
1323,51,0.5
1324,26,0.5
1325,26,0.9
1325,29,0.5
1326,10,0.7
1326,12,0.5
1326,20,0.5
1326,27,0.5
1326,29,0.5
1326,54,0.5
1327,26,0.6
1327,27,0.5
1329,11,0.7
1329,24,0.5
1330,12,0.5
1330,20,0.5
1331,24,0.5
1331,26,0.5
1331,27,0.5
1332,13,0.5
1334,12,0.5
1334,17,0.5
1334,18,0.5
1334,20,0.5
1335,26,0.5
1336,24,0.5
1337,17,0.5
1337,18,0.5
1337,21,0.5
1337,26,0.5
1338,26,0.7
1339,26,0.7
1339,28,0.5
1340,10,0.5
1340,11,0.5
1340,26,0.5
1341,10,0.7
1341,17,0.5
1341,18,0.5
1341,29,0.5
1342,26,0.8
1343,30,0.7
1343,10,0.5
1344,12,0.7
1344,11,0.5
1344,20,0.5
1344,27,0.5
1344,54,0.5
1345,24,0.5
1346,26,0.6
1346,12,0.5
1346,13,0.5
1346,30,0.5
1347,10,0.5
1348,10,0.5
1348,14,0.5
1348,17,0.5
1348,18,0.5
1349,13,0.5
1349,24,0.5
1349,26,0.5
1350,12,0.5
1350,13,0.5
1350,24,0.5
1350,26,0.5
1350,51,0.5
1350,53,0.5
1351,26,0.9
1351,54,0.5
1352,26,0.7
1352,10,0.5
1353,26,0.6
1353,54,0.6
1353,10,0.5
1353,24,0.5
1354,24,0.5
1355,10,0.7
1355,26,0.7
1355,12,0.5
1355,15,0.5
1355,16,0.5
1356,26,0.8
1356,17,0.7
1356,18,0.7
1357,10,0.7
1357,12,0.5
1357,20,0.5
1357,24,0.5
1357,27,0.5
1357,51,0.5
1357,53,0.5
1357,54,0.5
1358,10,0.9
1358,27,0.5
1358,29,0.5
1359,12,0.5
1359,26,0.5
1360,26,0.5
1361,26,0.6
1361,24,0.5
1362,16,0.5
1362,17,0.5
1362,18,0.5
1362,27,0.5
1362,30,0.5
1363,26,0.5
1364,12,0.9
1364,30,0.5
1365,27,0.5
1366,26,0.6
1366,54,0.5
1367,26,0.6
1367,24,0.5
1369,11,0.5
1369,14,0.5
1369,27,0.5
1369,36,0.5
1370,29,0.7
1370,28,0.5
1371,10,0.8
1371,26,0.6
1371,12,0.5
1371,14,0.5
1371,16,0.5
1371,17,0.5
1371,18,0.5
1371,20,0.5
1371,21,0.5
1371,24,0.5
1371,54,0.5
1372,26,0.7
1372,14,0.5
1372,24,0.5
1372,29,0.5
1373,30,0.5
1374,24,0.7
1374,17,0.5
1374,18,0.5
1374,21,0.5
1374,54,0.5
1375,24,0.5
1377,26,0.8
1377,10,0.7
1377,17,0.7
1377,18,0.7
1377,29,0.7
1377,11,0.5
1377,12,0.5
1377,13,0.5
1377,16,0.5
1377,20,0.5
1377,21,0.5
1378,24,0.5
1378,26,0.5
1378,30,0.5
1379,26,0.7
1379,10,0.5
1379,29,0.5
1379,53,0.5
1381,16,0.5
1381,26,0.5
1382,13,0.5
1382,17,0.5
1382,18,0.5
1382,26,0.5
1383,14,0.7
1383,26,0.6
1383,24,0.5
1384,26,0.7
1384,21,0.5
1384,24,0.5
1385,24,0.5
1385,26,0.5
1385,29,0.5
1386,26,0.5
1386,29,0.5
1387,10,0.5
1387,24,0.5
1387,52,0.5
1387,54,0.5
1388,26,0.6
1388,10,0.5
1388,30,0.5
1388,54,0.5
1390,10,0.7
1390,26,0.7
1390,15,0.5
1390,16,0.5
1390,17,0.5
1390,18,0.5
1390,21,0.5
1390,29,0.5
1390,54,0.5
1391,10,0.5
1391,14,0.5
1391,24,0.5
1391,26,0.5
1391,30,0.5
1392,26,0.9
1392,10,0.5
1392,24,0.5
1393,26,0.8
1395,10,0.5
1395,13,0.5
1395,17,0.5
1395,18,0.5
1395,24,0.5
1395,27,0.5
1395,51,0.5
1395,52,0.5
1395,53,0.5
1395,54,0.5
1396,12,0.5
1396,13,0.5
1396,20,0.5
1396,54,0.5
1397,26,0.6
1398,27,0.7
1398,17,0.5
1398,18,0.5
1398,24,0.5
1398,30,0.5
1399,12,0.5
1399,13,0.5
1399,24,0.5
1399,51,0.5
1399,53,0.5
1400,14,0.7
1400,17,0.5
1400,18,0.5
1401,26,0.9
1401,14,0.5
1401,24,0.5
1401,29,0.5
1401,54,0.5
1402,26,0.6
1402,54,0.5
1403,24,0.5
1403,51,0.5
1404,29,0.7
1404,26,0.6
1404,54,0.6
1404,16,0.5
1406,26,0.8
1406,14,0.5
1406,24,0.5
1406,54,0.5
1407,26,0.9
1407,24,0.5
1408,26,0.6
1409,26,0.6
1410,30,0.7
1410,24,0.5
1411,26,0.6
1411,24,0.5
1411,30,0.5
1412,26,0.8
1412,14,0.5
1413,26,0.6
1413,14,0.5
1413,24,0.5
1414,12,0.5
1414,17,0.5
1414,18,0.5
1414,26,0.5
1415,19,0.5
1415,29,0.5
1415,54,0.5
1416,53,0.7
1416,10,0.5
1416,13,0.5
1416,16,0.5
1416,19,0.5
1416,26,0.5
1416,29,0.5
1417,12,0.7
1417,24,0.7
1417,17,0.5
1417,18,0.5
1417,26,0.5
1417,51,0.5
1417,54,0.5
1418,16,0.5
1418,21,0.5
1418,24,0.5
1418,27,0.5
1418,54,0.5
1419,17,0.5
1419,18,0.5
1419,26,0.5
1420,12,0.5
1420,29,0.5
1420,54,0.5
1422,26,0.7
1422,14,0.5
1422,19,0.5
1422,29,0.5
1423,14,0.5
1423,24,0.5
1424,24,0.5
1424,26,0.5
1424,29,0.5
1425,54,0.7
1425,26,0.6
1426,27,0.7
1426,12,0.5
1426,19,0.5
1426,29,0.5
1426,37,0.5
1426,53,0.5
1427,27,0.7
1427,13,0.5
1427,24,0.5
1427,53,0.5
1428,12,0.5
1428,21,0.5
1428,26,0.5
1429,26,0.5
1430,28,0.7
1430,10,0.5
1430,12,0.5
1430,15,0.5
1430,27,0.5
1430,29,0.5
1430,41,0.5
1430,50,0.5
1431,14,0.7
1431,26,0.7
1431,12,0.5
1431,21,0.5
1431,24,0.5
1431,54,0.5
1432,17,0.7
1432,18,0.7
1432,12,0.5
1432,13,0.5
1432,14,0.5
1432,24,0.5
1432,51,0.5
1432,54,0.5
1433,10,0.5
1433,19,0.5
1433,24,0.5
1433,53,0.5
1433,54,0.5
1434,13,0.5
1434,16,0.5
1434,17,0.5
1434,18,0.5
1434,51,0.5
1435,10,0.5
1435,11,0.5
1435,17,0.5
1435,18,0.5
1436,29,0.7
1436,10,0.5
1436,13,0.5
1436,14,0.5
1436,17,0.5
1436,18,0.5
1436,54,0.5
1437,27,0.7
1437,26,0.5
1438,54,0.5
1439,10,0.5
1439,12,0.5
1439,20,0.5
1439,54,0.5
1440,17,0.5
1440,18,0.5
1440,26,0.5
1440,29,0.5
1441,11,0.9
1441,10,0.5
1441,16,0.5
1441,17,0.5
1441,18,0.5
1441,24,0.5
1441,26,0.5
1441,27,0.5
1442,17,0.5
1442,18,0.5
1442,28,0.5
1442,53,0.5
1443,12,0.7
1443,14,0.7
1443,20,0.5
1443,21,0.5
1443,26,0.5
1444,12,0.5
1444,20,0.5
1444,24,0.5
1445,26,0.8
1445,10,0.5
1445,14,0.5
1445,17,0.5
1445,18,0.5
1445,24,0.5
1445,27,0.5
1446,14,0.7
1446,26,0.7
1446,21,0.5
1446,24,0.5
1446,51,0.5
1447,26,0.6
1447,24,0.5
1447,29,0.5
1447,53,0.5
1448,26,0.6
1448,17,0.5
1448,18,0.5
1448,29,0.5
1449,16,0.5
1449,54,0.5
1450,12,0.7
1450,13,0.5
1450,17,0.5
1450,18,0.5
1450,20,0.5
1450,27,0.5
1450,54,0.5
1451,26,0.6
1452,26,0.7
1452,11,0.5
1453,14,0.5
1453,24,0.5
1454,12,0.5
1454,29,0.5
1455,29,0.7
1456,30,0.5
1457,12,0.7
1457,54,0.6
1457,14,0.5
1457,20,0.5
1457,21,0.5
1457,24,0.5
1457,51,0.5
1459,26,0.7
1460,26,0.6
1460,24,0.5
1461,10,0.7
1461,16,0.5
1461,26,0.5
1461,29,0.5
1461,54,0.5
1462,26,0.7
1462,21,0.5
